trip_id,date,route_id,driver_id,bus_id,passengers,delay_min,revenue_usd
1116,01/11/2022,3,146,51,64,,1682.21
1117,25/03/2022,2,196,47,12,,822.93
1118,22/07/2023,11,160,53,87,,1117.45
1119,09/05/2024,11,174,55,77,,134.41
1120,2022-12-16,7,196,10,30,120.0,410.8
1121,07-30-2023,24,89,54,40,20.0,1001.31
1122,26/03/2024,1,164,76,16,999.0,
1123,01-02-2024,11,74,56,74,-5.0,1760.78
1124,25/11/2024,18,158,50,82,0.0,723.0
1125,2024-03-17,25,183,10,41,10.0,721.08
1126,2024-06-12,13,84,60,71,0.0,1765.26
1127,2024-08-30,1,114,2,40,120.0,905.77
1128,2023-01-29,24,28,12,66,999.0,1652.74
1129,2024-12-03,7,149,49,90,15.0,1516.75
1130,2022-09-14,6,97,42,81,20.0,1846.05
1131,05/03/2023,23,2,84,21,120.0,864.92
1132,26/05/2023,15,7,93,23,120.0,132.76
1133,2024-02-22,13,89,1,45,-5.0,76.28
1134,11/05/2022,11,157,89,24,0.0,701.83
1135,2023-05-17,19,200,77,74,0.0,1540.48
1136,05-29-2022,3,84,24,72,15.0,600.78
1137,2023-10-02,19,150,53,24,120.0,
1138,2024-01-03,6,135,49,78,-5.0,
1139,13/12/2023,25,119,46,85,0.0,724.16
1140,2022-08-18,11,58,14,34,5.0,439.66
1141,27/09/2022,14,177,67,47,20.0,1241.93
1142,03-21-2023,17,112,5,40,,736.98
1143,2022-12-27,12,156,48,75,5.0,
1144,2024-11-16,1,178,56,70,-5.0,519.19
1145,11-08-2022,14,153,67,84,0.0,1925.52
1146,09-07-2023,17,6,54,58,20.0,1439.61
1147,31/01/2024,19,109,51,42,20.0,806.77
1148,14/11/2023,7,121,26,18,0.0,1161.34
1149,2024-12-06,7,80,87,40,999.0,1265.93
1150,2023-05-19,23,108,44,13,120.0,597.76
1151,20/08/2023,21,81,58,12,120.0,703.75
1152,2022-10-15,13,174,2,55,120.0,1195.56
1153,25/04/2023,12,2,53,25,,263.22
1154,12-02-2022,6,35,61,35,120.0,317.63
1155,09-30-2024,11,77,77,27,999.0,779.38
1156,16/09/2023,7,31,88,69,5.0,47.06
1157,10/08/2023,1,118,16,12,120.0,1284.42
1158,12-13-2022,11,54,52,34,999.0,1823.82
1159,06/05/2022,3,39,47,76,0.0,
1160,17/12/2022,1,108,5,88,999.0,1109.94
1161,07-13-2022,3,117,22,61,-5.0,599.02
1162,10-22-2023,13,78,8,30,-5.0,1337.61
1163,2022-05-12,3,147,53,67,15.0,1916.13
1164,08-05-2023,5,14,26,18,15.0,1543.87
1165,2023-01-31,20,2,24,11,10.0,469.11
1166,12-31-2022,14,79,53,63,5.0,549.38
1167,31/12/2023,10,167,32,80,10.0,725.83
1168,06-29-2023,19,127,39,8,5.0,934.19
1169,01/01/2022,14,87,68,15,20.0,634.2
1170,26/06/2024,15,137,57,89,-5.0,1563.52
1171,11-19-2022,15,88,24,23,15.0,982.75
1172,09-13-2022,12,170,7,25,10.0,1898.15
1173,2024-04-17,25,178,39,75,999.0,
1174,12-19-2022,2,150,22,67,20.0,
1175,10-08-2024,1,100,67,71,,770.34
1176,25/09/2023,5,183,59,88,20.0,957.5
1177,01-09-2022,2,53,69,77,10.0,464.94
1178,2022-11-01,4,136,45,26,20.0,1799.81
1179,25/02/2022,21,96,30,20,999.0,1132.21
1180,13/04/2024,10,119,56,38,999.0,1063.8
1181,12/03/2023,13,199,82,73,999.0,1969.81
1182,12-19-2022,20,10,51,20,,1571.31
1183,06/07/2022,17,161,74,10,120.0,190.07
1184,2022-09-13,23,65,80,29,5.0,744.1
1185,07/05/2022,22,14,22,14,-5.0,1680.23
1186,2024-11-25,16,28,41,80,-5.0,1836.0
1187,03-29-2024,9,51,7,30,120.0,1390.18
1188,12-02-2023,11,145,33,15,,769.63
1189,2024-03-02,13,9,85,40,-5.0,1666.95
1190,2022-01-30,8,71,61,82,-5.0,1656.35
1191,2024-03-11,18,163,46,72,5.0,398.99
1192,08-27-2024,23,88,70,76,0.0,352.35
1193,01-26-2023,15,81,42,83,0.0,1511.38
1194,12/08/2024,7,58,99,36,0.0,355.37
1195,06/04/2024,17,37,81,89,120.0,471.08
1196,2024-03-04,1,53,77,47,0.0,1405.75
1197,03-08-2024,20,184,61,45,0.0,103.14
1198,17/11/2024,4,191,66,7,20.0,877.83
1199,2022-06-23,7,191,60,86,-5.0,1284.65
1200,2022-04-10,3,55,36,17,5.0,869.81
1201,01-31-2022,10,59,81,21,0.0,1799.92
1202,2023-06-12,16,70,33,14,-5.0,1766.52
1203,2024-01-14,16,96,13,27,999.0,529.21
1204,05-21-2022,19,73,67,33,0.0,1612.12
1205,03-04-2024,15,42,54,22,-5.0,1727.42
1206,19/07/2023,11,167,81,52,5.0,1997.67
1207,2023-12-30,15,180,97,17,15.0,1487.72
1208,2024-01-21,11,3,4,19,,727.53
1209,2023-01-25,18,125,90,26,20.0,1397.1
1210,06-14-2024,17,125,81,9,-5.0,951.61
1211,27/01/2023,18,87,64,5,0.0,130.98
1212,03-18-2023,18,76,99,55,999.0,1969.49
1213,2022-07-09,21,63,43,50,20.0,1270.77
1214,27/07/2023,20,72,58,54,999.0,1727.51
1215,2023-07-02,9,23,73,77,5.0,299.36
1216,09-19-2022,24,59,31,5,5.0,1716.53
1217,2023-09-12,1,197,96,29,-5.0,
1218,02/09/2022,5,17,29,39,-5.0,1651.58
1219,2023-10-03,23,145,48,14,,1677.94
1220,20/05/2024,4,166,10,34,20.0,1971.13
1221,2024-12-07,14,19,74,11,-5.0,1959.2
1222,10-04-2024,11,65,26,23,10.0,1219.39
1223,2024-09-02,11,90,40,65,-5.0,1719.99
1224,2024-01-25,22,158,6,21,20.0,1789.59
1225,02-25-2024,3,65,98,13,15.0,654.74
1226,03/02/2023,11,51,19,46,0.0,1365.55
1227,05-29-2022,4,45,12,67,10.0,1153.85
1228,08-02-2024,22,106,98,81,20.0,1099.62
1229,20/08/2023,9,117,22,77,10.0,271.22
1230,01-15-2022,12,22,41,88,-5.0,1873.65
1231,05/02/2023,14,16,91,23,120.0,1776.79
1232,12-19-2024,2,4,3,88,999.0,798.13
1233,05-29-2024,3,96,6,42,999.0,876.45
1234,10-08-2022,8,106,36,29,999.0,
1235,2022-03-13,18,167,94,39,999.0,683.75
1236,24/08/2022,7,17,66,69,15.0,879.02
1237,12-09-2023,24,137,14,39,0.0,1026.79
1238,24/08/2024,2,196,35,57,10.0,1785.73
1239,19/06/2023,6,162,7,71,-5.0,440.91
1240,04-16-2024,5,105,70,8,20.0,1158.77
1241,12/01/2024,5,86,44,47,10.0,911.18
1242,2023-05-13,12,145,18,49,,1565.86
1243,2024-10-12,7,113,73,67,,1380.88
1244,2024-09-15,6,30,81,42,15.0,556.17
1245,2023-12-03,21,165,39,86,120.0,719.99
1246,02/07/2024,7,149,30,55,5.0,318.39
1247,2023-12-16,15,84,33,39,0.0,439.99
1248,2022-12-31,15,126,23,67,999.0,
1249,2022-03-23,14,78,3,34,5.0,280.24
1250,2022-07-07,7,187,69,44,10.0,
1251,12-01-2023,12,6,31,80,999.0,974.13
1252,23/01/2024,11,167,64,74,0.0,992.04
1253,09-21-2022,11,165,42,23,-5.0,1142.17
1254,29/12/2023,17,98,23,45,10.0,1890.95
1255,2022-01-31,22,166,41,67,-5.0,1480.7
1256,2024-03-03,17,118,47,49,-5.0,578.61
1257,01-03-2024,3,196,61,13,15.0,367.83
1258,2023-06-22,22,107,89,17,,
1259,2023-05-20,22,25,35,10,-5.0,741.3
1260,04-22-2022,16,68,21,51,20.0,427.4
1261,2024-08-30,24,14,45,29,999.0,179.37
1262,12/04/2023,10,105,100,19,15.0,1027.82
1263,2023-05-24,15,181,29,6,999.0,1679.23
1264,09/03/2023,3,32,84,52,0.0,1835.94
1265,03-20-2022,11,174,44,75,15.0,569.22
1266,02-01-2023,19,128,89,90,0.0,1335.93
1267,09/04/2024,17,11,91,5,0.0,548.31
1268,2023-10-19,21,167,87,85,0.0,488.44
1269,2024-04-26,1,185,75,14,-5.0,436.32
1270,07-16-2022,11,181,71,17,15.0,1007.28
1271,07/05/2024,20,16,93,64,10.0,1313.39
1272,2024-02-12,18,163,37,81,0.0,1840.1
1273,11-12-2023,15,175,53,64,20.0,1160.3
1274,2023-07-09,3,70,34,16,15.0,1121.82
1275,2024-07-23,15,134,56,43,,633.92
1276,2024-11-08,2,167,81,12,5.0,35.78
1277,01-26-2023,6,42,30,9,10.0,1109.29
1278,2022-03-12,7,135,85,89,15.0,212.43
1279,03-02-2022,22,47,86,17,5.0,399.56
1280,2022-10-09,2,146,18,84,10.0,1844.23
1281,03-03-2024,5,83,54,39,10.0,427.04
1282,20/08/2024,24,156,32,18,,923.94
1283,2023-03-06,20,34,16,80,120.0,1841.41
1284,02/12/2022,21,93,59,83,120.0,1157.81
1285,11-20-2024,6,154,76,61,5.0,344.78
1286,19/04/2022,18,150,9,80,,62.09
1287,11-11-2022,12,117,83,33,-5.0,1987.83
1288,2023-10-12,18,135,19,84,10.0,1114.88
1289,05-13-2024,13,51,37,28,20.0,15.22
1290,26/07/2022,22,169,26,37,999.0,
1291,2023-05-08,12,88,69,49,-5.0,1459.67
1292,16/06/2022,23,65,50,60,10.0,1954.91
1293,17/04/2024,2,190,66,63,0.0,
1294,10-19-2024,17,85,21,61,120.0,536.77
1295,06-05-2024,13,82,29,23,,518.17
1296,29/05/2022,16,147,9,72,0.0,611.13
1297,2023-06-08,10,26,77,32,15.0,1956.55
1298,09-18-2023,21,128,63,19,,1064.92
1299,07-17-2023,10,187,88,74,10.0,154.18
1300,01-16-2022,15,176,35,5,20.0,160.39
1301,06-02-2024,23,192,54,24,10.0,317.08
1302,01-20-2023,2,152,71,27,5.0,1378.07
1303,17/01/2024,10,160,70,73,-5.0,237.22
1304,09-26-2022,16,109,76,26,,1067.5
1305,2023-07-22,18,69,67,82,999.0,501.38
1306,11/11/2023,8,149,35,32,20.0,11.14
1307,26/09/2023,7,46,19,26,,259.01
1308,02-20-2024,3,26,95,88,20.0,443.27
1309,09-13-2024,14,95,60,89,0.0,1685.39
1310,10/04/2022,10,89,34,59,5.0,579.78
1311,2022-10-07,25,182,19,29,-5.0,238.22
1312,03-04-2024,13,67,3,75,,723.9
1313,24/02/2023,12,23,63,18,10.0,1238.16
1314,01-03-2022,14,2,76,65,120.0,
1315,02-13-2023,9,169,39,59,20.0,1110.98
1316,2024-10-05,16,183,37,69,,1187.62
1317,2022-02-15,13,39,17,85,5.0,1427.32
1318,2022-10-31,14,47,89,28,20.0,754.87
1319,15/06/2023,5,80,91,23,20.0,1850.92
1320,07/03/2024,4,71,69,8,15.0,1631.05
1321,02/12/2022,13,169,89,60,10.0,1530.82
1322,12-08-2022,17,35,21,16,10.0,1331.18
1323,28/07/2023,6,111,84,38,,1658.19
1324,11-06-2023,3,189,15,57,,106.06
1325,2022-04-19,9,197,58,23,,722.92
1326,2024-04-13,20,5,62,7,120.0,687.01
1327,03-28-2023,15,22,72,54,-5.0,1999.61
1328,10-12-2022,3,197,78,30,5.0,969.85
1329,2022-03-22,12,186,3,61,0.0,
1330,17/09/2023,25,173,59,23,,62.33
1331,2023-01-17,8,34,39,22,0.0,888.97
1332,2023-09-26,15,130,22,52,120.0,809.95
1333,2023-10-26,21,86,57,5,15.0,1286.28
1334,2024-05-07,3,11,31,26,0.0,1825.85
1335,2023-10-23,20,12,67,88,15.0,1195.96
1336,2023-11-21,3,96,26,11,10.0,1215.34
1337,09-15-2023,24,112,32,82,20.0,1397.56
1338,05-19-2024,3,196,91,16,120.0,630.1
1339,12-10-2023,10,122,16,28,15.0,1758.23
1340,11-02-2023,25,132,3,55,-5.0,1761.79
1341,10-13-2024,25,129,3,67,5.0,
1342,09-20-2023,22,10,4,32,120.0,294.02
1343,2023-06-24,23,85,99,9,15.0,1610.47
1344,05-05-2023,1,33,97,35,999.0,896.98
1345,18/05/2022,11,78,32,67,15.0,683.65
1346,10/04/2022,15,105,32,9,120.0,1800.17
1347,24/11/2022,1,146,86,89,20.0,1719.61
1348,11-16-2022,14,136,95,24,20.0,453.04
1349,2024-07-19,1,29,21,68,120.0,696.79
1350,02-21-2023,25,113,33,70,,1040.92
1351,2024-05-07,7,83,17,37,5.0,
1352,11-03-2022,12,35,33,79,,1655.27
1353,28/12/2023,22,161,53,55,999.0,1000.74
1354,05-28-2022,10,182,41,43,5.0,374.04
1355,14/10/2024,18,189,57,46,0.0,908.9
1356,2023-01-31,23,28,1,78,15.0,1669.36
1357,16/09/2024,21,46,100,60,15.0,
1358,19/03/2022,20,12,61,23,20.0,615.1
1359,10/02/2022,14,61,86,37,,449.66
1360,2023-11-08,11,28,66,58,5.0,309.38
1361,07-06-2023,13,146,77,33,0.0,
1362,02-09-2022,7,27,20,68,10.0,717.47
1363,2022-04-26,20,79,31,67,10.0,626.48
1364,11-07-2022,11,140,16,11,,
1365,2022-06-14,9,200,2,29,20.0,1530.42
1366,12-04-2022,16,61,84,69,120.0,945.52
1367,2023-06-10,19,79,19,74,-5.0,1627.68
1368,2023-04-25,20,52,44,86,0.0,1634.85
1369,02-26-2023,16,170,80,27,15.0,
1370,04-22-2022,22,136,68,29,20.0,1201.21
1371,2023-10-26,23,119,36,22,-5.0,1774.85
1372,02-16-2024,23,52,47,18,15.0,1774.6
1373,09-14-2022,13,144,100,38,15.0,1117.14
1374,20/07/2024,21,138,95,38,120.0,
1375,2024-03-07,13,188,27,85,,268.51
1376,2022-10-13,3,109,11,38,0.0,181.19
1377,30/11/2024,2,76,7,73,120.0,793.18
1378,2022-10-05,14,162,6,41,10.0,778.36
1379,2022-06-10,6,87,29,73,15.0,1037.36
1380,01/04/2023,13,92,57,87,,1689.42
1381,02/12/2023,3,58,7,87,-5.0,
1382,05-21-2022,7,161,96,54,120.0,1117.51
1383,2022-12-14,6,77,97,78,0.0,64.37
1384,08/09/2022,17,173,71,26,0.0,1700.88
1385,2023-07-15,18,190,74,63,15.0,1386.35
1386,05-26-2024,23,197,54,19,10.0,
1387,31/05/2022,5,9,53,68,5.0,
1388,06-25-2022,4,160,6,79,15.0,1185.85
1389,2022-10-16,3,125,74,33,5.0,1178.49
1390,09-10-2023,20,150,58,55,5.0,117.81
1391,08/08/2022,8,66,37,72,-5.0,1018.13
1392,2023-04-29,1,11,95,19,999.0,1979.47
1393,25/03/2023,13,183,97,36,120.0,1667.87
1394,21/10/2024,6,162,51,42,5.0,1882.06
1395,27/04/2022,16,145,68,27,5.0,455.46
1396,2022-05-21,16,124,71,84,120.0,1063.36
1397,2024-01-31,7,179,25,13,-5.0,494.53
1398,27/11/2022,5,125,98,65,10.0,1009.4
1399,2022-05-20,22,198,79,23,20.0,1459.56
1400,02-02-2024,20,68,78,53,0.0,
1401,04/05/2022,5,24,92,27,20.0,1812.69
1402,05-19-2022,2,42,12,26,,548.96
1403,2023-01-12,9,98,50,18,10.0,115.63
1404,2024-06-25,4,176,95,14,,1732.52
1405,06-27-2022,22,39,35,7,999.0,945.87
1406,05-17-2023,15,127,62,60,120.0,1467.57
1407,2024-12-10,23,93,16,18,,1385.16
1408,10-09-2023,5,185,91,84,5.0,1953.83
1409,2023-06-26,7,128,48,52,120.0,
1410,2022-08-23,10,88,21,21,0.0,1680.57
1411,30/07/2023,21,116,75,74,15.0,1077.15
1412,07-24-2022,12,50,38,74,120.0,875.16
1413,2024-09-04,4,190,75,22,20.0,392.34
1414,08/04/2024,12,23,21,8,15.0,
1415,2024-07-10,14,161,68,86,,692.2
1416,02-21-2024,14,167,73,10,-5.0,916.12
1417,06-20-2024,17,10,76,45,5.0,113.02
1418,2022-12-01,8,108,55,43,999.0,951.99
1419,2022-12-16,5,143,40,83,10.0,1601.07
1420,07-31-2024,12,159,51,37,120.0,1805.6
1421,2022-12-07,7,25,1,28,10.0,1938.7
1422,07-01-2023,17,58,49,14,999.0,272.71
1423,2023-02-12,11,21,55,79,15.0,409.32
1424,06-12-2022,19,17,85,72,,550.29
1425,2023-05-22,20,107,36,33,0.0,937.36
1426,21/04/2023,4,136,64,65,0.0,
1427,05-15-2022,13,148,75,35,15.0,949.04
1428,2023-07-31,6,128,14,89,-5.0,1468.46
1429,2024-01-04,10,198,29,27,15.0,1760.49
1430,09-25-2024,24,9,2,86,20.0,927.17
1431,2024-04-24,16,46,20,34,15.0,1586.49
1432,07-11-2023,17,46,91,45,5.0,626.52
1433,25/05/2022,4,132,97,71,10.0,1646.46
1434,2023-09-25,6,35,3,51,10.0,1341.09
1435,2022-10-09,20,47,60,87,120.0,1894.55
1436,23/09/2024,3,149,26,19,120.0,1725.36
1437,05/11/2022,22,180,95,47,120.0,890.42
1438,13/11/2023,21,69,21,17,20.0,1587.13
1439,12/12/2022,23,133,84,83,-5.0,1986.55
1440,12-21-2022,5,104,40,63,0.0,1664.67
1441,03-07-2022,3,163,62,10,10.0,15.16
1442,2024-11-28,9,133,89,41,20.0,156.83
1443,09-13-2024,25,37,92,11,5.0,704.39
1444,2022-10-07,24,179,14,44,0.0,
1445,2024-08-11,23,106,98,59,5.0,361.49
1446,28/02/2022,1,93,69,36,-5.0,777.85
1447,2022-12-13,14,79,56,75,10.0,296.77
1448,2023-02-01,17,124,4,34,120.0,518.84
1449,2023-07-14,6,35,9,68,5.0,275.01
1450,2022-09-14,21,169,87,42,120.0,52.91
1451,15/03/2022,2,143,91,31,20.0,430.31
1452,15/02/2023,4,20,77,66,15.0,1518.53
1453,07/05/2022,8,136,90,41,15.0,864.57
1454,2022-06-18,19,41,5,40,15.0,1907.1
1455,11-18-2023,11,34,41,31,,171.24
1456,01-02-2023,10,58,21,73,5.0,1865.41
1457,22/06/2022,25,111,62,18,,1750.85
1458,2023-07-11,22,107,92,53,120.0,1266.63
1459,2023-04-02,17,197,65,78,20.0,685.92
1460,2023-07-05,7,171,4,31,15.0,1166.74
1461,2024-04-14,10,36,29,80,0.0,
1462,2023-07-08,7,172,23,32,-5.0,1405.13
1463,24/09/2022,9,93,2,61,120.0,
1464,05-31-2024,2,95,21,47,5.0,270.22
1465,2023-11-22,25,62,94,36,,630.61
1466,2023-01-31,12,124,9,67,-5.0,1886.1
1467,03/01/2022,17,40,73,28,999.0,
1468,06/10/2024,3,24,71,28,,338.12
1469,06-11-2023,17,200,71,39,5.0,1778.98
1470,15/04/2023,22,27,56,82,10.0,153.36
1471,2023-12-03,4,126,45,37,10.0,102.14
1472,12-29-2023,5,183,50,45,,995.93
1473,2022-04-27,12,188,75,9,20.0,322.72
1474,2022-08-18,22,89,87,42,15.0,1131.06
1475,30/09/2023,2,130,90,71,120.0,1500.64
1476,23/10/2024,8,48,27,55,20.0,799.35
1477,2024-01-20,21,67,82,51,10.0,617.02
1478,09-16-2023,5,8,85,25,120.0,
1479,05-11-2024,17,80,65,27,15.0,1298.56
1480,26/06/2023,7,114,15,20,,1067.43
1481,2023-11-12,13,187,86,58,10.0,822.22
1482,16/09/2024,10,184,52,10,,96.38
1483,29/06/2024,13,64,62,50,5.0,934.09
1484,2022-05-21,7,24,77,34,15.0,1221.67
1485,04-10-2022,20,83,71,63,15.0,1007.56
1486,2024-05-03,6,27,57,12,,144.65
1487,22/11/2022,25,153,19,80,-5.0,1008.77
1488,13/01/2022,10,90,87,80,120.0,
1489,12-29-2022,7,146,75,73,-5.0,1470.02
1490,09-15-2023,21,71,9,74,999.0,1623.11
1491,29/04/2022,20,52,100,30,,1034.14
1492,07-20-2023,23,99,44,38,-5.0,1424.57
1493,05-02-2022,25,78,63,34,999.0,1720.39
1494,30/07/2024,16,125,68,35,,1815.65
1495,30/06/2022,19,44,38,46,-5.0,1818.2
1496,20/03/2024,3,6,50,35,0.0,1365.1
1497,2024-05-25,11,19,65,63,20.0,1670.3
1498,09-06-2023,19,110,54,35,999.0,
1499,2023-12-20,20,139,92,54,-5.0,667.25
1500,08/08/2022,19,133,3,8,-5.0,1137.83
1501,2024-10-27,14,131,89,6,120.0,1364.33
1502,18/02/2022,5,54,56,87,-5.0,1874.23
1503,11-20-2023,6,93,48,30,0.0,1902.73
1504,02-25-2023,1,183,32,87,10.0,1588.25
1505,2024-05-03,21,26,74,58,,1217.43
1506,29/11/2023,24,75,79,36,120.0,
1507,28/07/2023,24,168,74,62,,874.32
1508,2023-05-22,16,109,8,62,-5.0,532.01
1509,25/05/2024,20,146,13,57,0.0,12.57
1510,2022-12-31,5,146,44,50,0.0,
1511,08-18-2022,18,42,56,26,5.0,1697.27
1512,09-05-2024,21,127,12,24,10.0,1238.68
1513,15/09/2022,23,117,43,33,10.0,
1514,2024-10-19,8,128,30,6,20.0,1642.71
1515,2023-12-09,5,180,62,46,10.0,719.25
1516,03/03/2023,10,122,51,29,120.0,661.49
1517,04-02-2022,14,130,52,82,0.0,1565.79
1518,2022-06-18,8,81,48,18,5.0,106.81
1519,23/01/2024,19,18,72,81,15.0,1756.43
1520,23/06/2024,15,8,3,41,-5.0,964.67
1521,2022-12-31,3,84,41,52,120.0,179.24
1522,09/06/2023,19,195,26,90,10.0,1567.62
1523,2022-06-22,14,8,69,63,0.0,655.07
1524,17/08/2024,14,104,49,41,120.0,41.48
1525,2022-08-18,16,17,13,7,20.0,1757.12
1526,2023-01-31,4,137,91,58,15.0,1341.11
1527,05-24-2022,2,184,40,34,5.0,261.73
1528,2022-11-23,20,100,73,8,999.0,
1529,08-07-2023,20,114,73,90,10.0,672.39
1530,2022-10-18,17,189,45,21,,1197.5
1531,10-15-2024,24,122,61,63,20.0,1154.31
1532,2023-09-01,25,80,57,22,999.0,1990.91
1533,30/05/2022,11,197,96,45,10.0,561.74
1534,09-24-2023,12,183,34,78,20.0,1469.76
1535,21/10/2023,8,64,36,16,120.0,1010.0
1536,2022-05-02,14,26,66,89,10.0,223.17
1537,07/11/2023,8,116,81,23,999.0,957.49
1538,2022-03-05,5,57,12,30,120.0,1392.4
1539,10/06/2022,23,68,12,49,120.0,851.72
1540,20/01/2024,25,179,91,32,0.0,1149.45
1541,05-11-2024,3,3,39,81,10.0,1906.06
1542,01-15-2024,20,120,68,24,10.0,1162.07
1543,25/11/2024,21,129,47,71,15.0,
1544,11-11-2023,9,94,92,45,120.0,1682.97
1545,2022-03-15,24,181,15,82,,1176.08
1546,11-03-2022,4,90,74,85,0.0,1477.89
1547,04-07-2022,17,93,26,15,-5.0,643.15
1548,03/11/2023,11,41,21,72,-5.0,1201.82
1549,2023-06-06,20,194,96,37,,1275.63
1550,08-30-2022,23,34,83,77,0.0,882.21
1551,03/11/2023,18,75,86,5,,155.94
1552,2023-02-05,18,36,79,30,20.0,374.22
1553,2023-09-18,13,5,33,10,0.0,91.71
1554,14/08/2024,10,47,69,57,10.0,12.87
1555,04/08/2022,14,98,65,10,15.0,1096.79
1556,01-04-2023,5,97,75,51,5.0,
1557,13/09/2024,6,114,77,30,20.0,201.06
1558,2022-07-02,14,192,32,77,-5.0,1052.61
1559,04-29-2023,14,61,47,24,120.0,222.28
1560,06-02-2023,5,81,76,6,20.0,495.78
1561,27/09/2024,4,92,45,84,20.0,1307.66
1562,14/11/2022,2,64,96,17,0.0,299.33
1563,02-12-2022,4,69,18,19,999.0,1483.03
1564,18/10/2023,23,162,93,76,10.0,1279.4
1565,12-16-2023,21,113,36,81,5.0,1956.64
1566,2023-01-16,22,18,48,12,15.0,1684.65
1567,14/09/2022,7,48,66,61,-5.0,1563.99
1568,03/03/2023,17,29,32,82,20.0,118.11
1569,11-10-2022,8,21,81,87,10.0,1209.62
1570,09-15-2022,18,30,48,86,999.0,735.87
1571,10-07-2023,5,14,11,33,0.0,1939.47
1572,2024-08-22,15,185,7,7,20.0,1918.9
1573,06-14-2024,16,166,39,85,120.0,1502.63
1574,2024-08-28,18,107,44,73,120.0,86.08
1575,2024-08-01,1,175,47,80,20.0,745.03
1576,2022-10-06,14,122,30,58,999.0,1335.19
1577,2024-11-09,24,155,17,68,0.0,656.4
1578,01/07/2023,2,69,66,5,10.0,1533.36
1579,2024-04-07,12,63,33,45,0.0,1986.16
1580,07-29-2024,16,138,55,32,-5.0,1664.74
1581,24/08/2024,14,38,63,27,0.0,565.25
1582,19/02/2022,17,172,17,16,120.0,448.01
1583,16/05/2022,8,89,5,25,120.0,1723.62
1584,09/06/2022,8,60,10,25,5.0,418.71
1585,09/04/2024,18,198,57,50,10.0,665.9
1586,06/02/2024,23,143,51,78,,1418.22
1587,27/01/2024,16,4,53,60,120.0,
1588,08/12/2024,24,61,72,25,,632.93
1589,2024-11-11,5,189,62,43,10.0,
1590,2024-06-08,22,178,16,7,120.0,1721.8
1591,05-12-2024,25,28,6,89,15.0,1787.5
1592,2023-12-25,12,112,37,66,0.0,1300.03
1593,12-24-2022,9,147,86,61,0.0,1973.07
1594,11-16-2024,20,41,43,12,5.0,1715.52
1595,2023-10-31,9,139,44,59,20.0,1971.04
1596,01-15-2024,11,91,60,70,15.0,1367.2
1597,10-27-2023,2,138,20,55,10.0,1288.4
1598,2023-11-29,14,185,59,8,0.0,666.58
1599,11/01/2024,25,64,30,30,0.0,1569.37
1600,03-16-2023,24,32,13,29,120.0,1153.41
1601,09-29-2022,21,44,48,44,,760.19
1602,2024-10-16,15,7,61,16,-5.0,1896.7
1603,2024-09-12,23,73,3,90,5.0,1141.01
1604,11-03-2023,17,129,65,29,15.0,1765.87
1605,01-13-2023,19,87,95,66,,1073.6
1606,03-22-2022,23,81,24,23,-5.0,587.65
1607,16/12/2024,18,94,33,59,120.0,62.69
1608,12-31-2023,15,112,96,65,5.0,394.37
1609,01-15-2022,18,160,31,78,0.0,118.17
1610,17/02/2024,9,164,78,16,10.0,
1611,2022-07-31,7,162,9,76,15.0,1966.03
1612,05-04-2024,16,73,67,14,10.0,933.95
1613,2022-10-03,16,3,8,51,10.0,884.12
1614,11-25-2022,10,87,14,54,0.0,1859.55
1615,2022-01-09,22,138,39,23,15.0,320.1
1616,2024-10-03,20,151,79,83,5.0,
1617,2024-04-14,18,179,2,82,0.0,1279.28
1618,06-09-2024,17,113,5,25,999.0,883.22
1619,2023-01-25,8,120,53,9,0.0,435.64
1620,2023-03-29,3,25,31,11,120.0,350.98
1621,07-14-2024,17,97,32,51,0.0,1925.86
1622,19/04/2023,15,2,28,7,15.0,680.91
1623,04-27-2023,14,163,59,25,120.0,1009.21
1624,04-15-2023,14,139,17,70,120.0,1441.8
1625,30/09/2022,21,194,76,18,15.0,1303.77
1626,03/12/2024,6,172,50,63,0.0,1202.56
1627,2023-06-22,24,196,72,73,120.0,754.63
1628,2023-02-27,15,104,57,27,0.0,1990.52
1629,20/01/2024,11,123,79,39,,276.31
1630,15/01/2024,24,46,50,84,5.0,
1631,14/10/2024,20,32,81,44,120.0,
1632,2023-02-14,25,23,2,25,20.0,
1633,2022-04-18,15,102,66,81,10.0,585.09
1634,2023-05-03,5,89,92,52,-5.0,600.96
1635,05-02-2024,5,172,19,68,,66.44
1636,2022-03-28,9,126,20,33,5.0,1128.26
1637,05-21-2022,4,169,11,64,15.0,767.57
1638,2022-08-30,4,33,61,81,999.0,1781.38
1639,15/01/2023,25,21,61,12,120.0,961.12
1640,2024-02-28,17,103,55,22,15.0,1907.51
1641,09-20-2022,10,134,79,36,,1556.26
1642,12/12/2022,23,86,67,70,120.0,47.68
1643,25/10/2023,15,77,21,71,0.0,
1644,2024-05-21,20,196,16,42,999.0,838.03
1645,2022-09-20,7,4,45,17,10.0,634.27
1646,2024-06-04,15,58,44,58,10.0,356.3
1647,02/12/2024,19,164,85,68,15.0,1311.47
1648,22/06/2024,3,83,12,47,120.0,84.01
1649,17/10/2023,23,111,17,90,20.0,1253.64
1650,30/11/2023,14,143,13,7,5.0,1601.43
1651,09/08/2023,24,150,22,79,0.0,
1652,11/02/2022,8,170,52,33,20.0,1925.24
